MATERIAL_NUMBER_1,MATERIAL_NUMBER_TEXT,UPPER_DESC
243780,"VALVE,GATE,6,275#WP,SHORT,1WS2,WE,KEROTE","VALVE,GATE,6,275#WP,SHORT,1WS2,WE,KEROTE"
244767,"VALVE,BALL,10,600A,RF,FE,FP,WKM 370-D4","VALVE,BALL,10,600A,RF,FE,FP,WKM 370-D4"
249399,"VALVE,CHECK 1/2""FNPT(ORIFICE),190553-1","VALVE,CHECK 1/2""FNPT(ORIFICE),190553-1"
252260,"ELL,WLD,16"",STD,45DEG,3R,.375WT,Y60","ELL,WLD,16"",STD,45DEG,3R,.375WT,Y60"
252682,"PIPE,16"".344 WT API5L X70,ERW,  FBE","PIPE,16"".344 WT API5L X70,ERW,  FBE"
255349,"PIPE,3 1/2"" OD .216"" WT X52,BARE","PIPE,3 1/2"" OD .216"" WT X52,BARE"
256197,"NIPPLE,1/2"" X 4"",XXH,SMLS,SCW(MXM)","NIPPLE,1/2"" X 4"",XXH,SMLS,SCW(MXM)"
256602,"VALVE,CONTROL,FISHER MODEL V-100 10"" 600","VALVE,CONTROL,FISHER MODEL V-100 10"" 600"
256781,"NIPPLE,1/4 X 6,BLK,3000#,SC","NIPPLE,1/4 X 6,BLK,3000#,SC"
258441,"VALVE,SUCTION,148 CHS","VALVE,SUCTION,148 CHS"
260137,"VALVE,BALL,2,600A,FE RF,RP,2R-F63,BALON","VALVE,BALL,2,600A,FE RF,RP,2R-F63,BALON"
260510,"ELL,WLD, 4"",90DEG,LR,STD,","ELL,WLD, 4"",90DEG,LR,STD,"
263109,"PIPE,STL,FBC,3,.216W,ERW,5.57#/FT,X42","PIPE,STL,FBC,3,.216W,ERW,5.57#/FT,X42"
264980,"PIPE,SUPPORT,STAND, 20"" W/STANCHION","PIPE,SUPPORT,STAND, 20"" W/STANCHION"
269912,"Valve, Control, 3"", Fisher ET Body, 657","VALVE, CONTROL, 3"", FISHER ET BODY, 657"
269965,"VALVE,MUELLER,METER,3/4X3/4,GALV STOP LW","VALVE,MUELLER,METER,3/4X3/4,GALV STOP LW"
281540,"BOLT,FLANGE,3/4 X 2-1/2,CTD","BOLT,FLANGE,3/4 X 2-1/2,CTD"
282136,"VALVE,GATE,1.25,THD","VALVE,GATE,1.25,THD"
282245,"VALVE,PLUG,2,FLG,600LB","VALVE,PLUG,2,FLG,600LB"
282526,"PIPE,NIPPLE,1/4X10,XH,THD","PIPE,NIPPLE,1/4X10,XH,THD"
282577,"PIPE,NIPPLE,3/4X10,XH,THD","PIPE,NIPPLE,3/4X10,XH,THD"
283790,"FLANGE,CI,2,COMPANION","FLANGE,CI,2,COMPANION"
3403780,"PIPE,PLA,2,IPS,PINK,PE2406CDA,SDR11,ALD","PIPE,PLA,2,IPS,PINK,PE2406CDA,SDR11,ALD"
4001596,"VALVE,RELIE,F/AC24/36/4815691-274      ,","VALVE,RELIE,F/AC24/36/4815691-274      ,"
9004097,"VALVE,PCV,2-9228,FV179,","VALVE,PCV,2-9228,FV179,"
165180,"PIPE,CT,14"" OD .281"" WT API5LX52,ERW,PE","PIPE,CT,14"" OD .281"" WT API5LX52,ERW,PE"
165204,"PIPE,CT,24"" OD .281"" WT API5LX65,ERW,PE","PIPE,CT,24"" OD .281"" WT API5LX65,ERW,PE"
165243,"NIPPLE,1/2"" X 2"",XH,SMLS,SCW(MXM)","NIPPLE,1/2"" X 2"",XH,SMLS,SCW(MXM)"
165355,"ELL,WLD,16"",45DEG,LR,.375WT,Y52","ELL,WLD,16"",45DEG,LR,.375WT,Y52"
165398,"ELL,WLD,24"",90DEG,LR,.375WT,GR.B","ELL,WLD,24"",90DEG,LR,.375WT,GR.B"
165770,"FLANGE,RF BLIND, 3"",ANSI 300","FLANGE,RF BLIND, 3"",ANSI 300"
165854,"FLANGE,RTJWN,3"",ANSI 1500,FS","FLANGE,RTJWN,3"",ANSI 1500,FS"
168183,"PIPE,3/4"" NOM .154"" WT A106B,SMLS,PE","PIPE,3/4"" NOM .154"" WT A106B,SMLS,PE"
168192,"PIPE,3 1/2"" OD .156"" WT API5LX42,ERW,PE","PIPE,3 1/2"" OD .156"" WT API5LX42,ERW,PE"
168194,"PIPE,6 5/8"" OD .188"" WT API5LB,SMLS,PE","PIPE,6 5/8"" OD .188"" WT API5LB,SMLS,PE"
168263,"NIPPLE,3/4"" X CLOSE,XH,SMLS,STL","NIPPLE,3/4"" X CLOSE,XH,SMLS,STL"
168266,"NIPPLE,3/4"" X 4"",XH,SMLS,STL","NIPPLE,3/4"" X 4"",XH,SMLS,STL"
168583,"VALVE,ORBIT,4"" FIG.1233,RFFE,REDUCED","VALVE,ORBIT,4"" FIG.1233,RFFE,REDUCED"
170161,"NIPPLE,1/2 X 2,BLK,STD.BW,TBE","NIPPLE,1/2 X 2,BLK,STD.BW,TBE"
170460,"NIPPLE,WELD,2 X 19","NIPPLE,WELD,2 X 19"
171695,"VALVE,BALL,3/4,2000#WP,SE,76-104-01,APOL","VALVE,BALL,3/4,2000#WP,SE,76-104-01,APOL"
177835,"PIPE,14"" OD .250"" WT API5LB,ERW,PE","PIPE,14"" OD .250"" WT API5LB,ERW,PE"
177914,"PIPE,16"" .375"" WT API5LX60,SMLS,PEB","PIPE,16"" .375"" WT API5LX60,SMLS,PEB"
178036,"PIPE,CT,24"" OD .344"" WT API5LX65,FBE,PE","PIPE,CT,24"" OD .344"" WT API5LX65,FBE,PE"
178265,"VALVE,BALL,1/2"",KF/HALE ,#5002-P11,2000#","VALVE,BALL,1/2"",KF/HALE ,#5002-P11,2000#"
179563,"PIPE,1,CTS,*DO NOT USE, USE SAP #230643*","PIPE,1,CTS,*DO NOT USE, USE SAP #230643*"
179592,"PIPE,STL,FBC,2,.154W,CW,3.65#/FT,X42,","PIPE,STL,FBC,2,.154W,CW,3.65#/FT,X42,"
179618,"PIPE,STL,BARE,8,.322W,ERW,28.55#/FT,X52","PIPE,STL,BARE,8,.322W,ERW,28.55#/FT,X52"
179734,"ELL,90,4,GALV,STD,MI,THRD","ELL,90,4,GALV,STD,MI,THRD"
179901,"NIPPLE,2 X 3,BLK,XH,SMLS,TBE","NIPPLE,2 X 3,BLK,XH,SMLS,TBE"
179935,"NIPPLE,1/4 X 4,GALV,STD,BW,TBE,SCH-40","NIPPLE,1/4 X 4,GALV,STD,BW,TBE,SCH-40"
180306,"ELL,90,WELD,10,STD,LR","ELL,90,WELD,10,STD,LR"
180707,"ELL,90,PLA,1 CTS,LYCOFIT,#LC030C-EL","ELL,90,PLA,1 CTS,LYCOFIT,#LC030C-EL"
181319,"ELL,90,PLA,1 IN IPS,YELLOW,PE-2406,SOCKE","ELL,90,PLA,1 IN IPS,YELLOW,PE-2406,SOCKE"
181501,"VALVE,BALL,3,150A,WE,RP,3BMW285RP,BALLOM","VALVE,BALL,3,150A,WE,RP,3BMW285RP,BALLOM"
182527,"STOPPER,RUBBER,2,QUALI-TECH,#420050","STOPPER,RUBBER,2,QUALI-TECH,#420050"
183754,"VALVE,BALL,6,150A,FE RF,RP,6R-F13-RF,BAL","VALVE,BALL,6,150A,FE RF,RP,6R-F13-RF,BAL"
243532,"STOPPER,12"",PEDEN,GOODMAN","STOPPER,12"",PEDEN,GOODMAN"
253191,"PIPE,24"" OD .480"" WT API5LX65,ERW, FBE","PIPE,24"" OD .480"" WT API5LX65,ERW, FBE"
256239,"VALVE,CHECK,10"",600#,RFFE,SWING,WHEATLEY","VALVE,CHECK,10"",600#,RFFE,SWING,WHEATLEY"
256333,"NIPPLE,4"" X 6"",XH,SMLS,SCW","NIPPLE,4"" X 6"",XH,SMLS,SCW"
259514,"PIPE,STL,FBC,20,.250W,ERW,X52","PIPE,STL,FBC,20,.250W,ERW,X52"
281349,"PIPE,STL,X52,10,0.250WT,FBE","PIPE,STL,X52,10,0.250WT,FBE"
281441,"PIPE,STL,X60,20,0.375WT,PRIMED","PIPE,STL,X60,20,0.375WT,PRIMED"
282126,"VALVE,METER LOCKWING, 3/4, MALE-FEMALE","VALVE,METER LOCKWING, 3/4, MALE-FEMALE"
282530,"NIPPLE,3/8 X 4,BLK,STD,BW,TBE","NIPPLE,3/8 X 4,BLK,STD,BW,TBE"
282605,"PIPE,NIPPLE,1X4-1/2,XH,SMLS,THD","PIPE,NIPPLE,1X4-1/2,XH,SMLS,THD"
282655,"PIPE,NIPPLE,1-1/4X11,THD","PIPE,NIPPLE,1-1/4X11,THD"
282681,"PIPE,NIPPLE,1X3/4X6,REDUCER,THD","PIPE,NIPPLE,1X3/4X6,REDUCER,THD"
293302,"VALVE,BOX,PLASTIC,B&T,1"" PAVING RING","VALVE,BOX,PLASTIC,B&T,1"" PAVING RING"
3403680,"PIPE,PLA,8,IPS,YELLOW,PE2406CEC,SDR11.5,","PIPE,PLA,8,IPS,YELLOW,PE2406CEC,SDR11.5,"
3403709,"PIPE,PLA,1,IPS,ORANGE,PE2306CEC,SDR11,","PIPE,PLA,1,IPS,ORANGE,PE2306CEC,SDR11,"
3403758,"PIPE,PLA,1-1/4,IPS,ORANGE,PE2306CEC,SDR","PIPE,PLA,1-1/4,IPS,ORANGE,PE2306CEC,SDR"
165012,"PIPE,6 5/8"" OD .280"" WT A53B,SMLS,PEB","PIPE,6 5/8"" OD .280"" WT A53B,SMLS,PEB"
165165,"PIPE,CT,12 3/4"" OD .250"" WT API5LX60,ERW","PIPE,CT,12 3/4"" OD .250"" WT API5LX60,ERW"
165926,"VALVE,BALL,1/2"",WKM #B138CS02","VALVE,BALL,1/2"",WKM #B138CS02"
165948,"VALVE,BALL 4"",ORBIT FIG.1463,FLG X WLD","VALVE,BALL 4"",ORBIT FIG.1463,FLG X WLD"
168248,"ELL,3/4"",90DEG,3000#,SCW,FS","ELL,3/4"",90DEG,3000#,SCW,FS"
168646,"VALVE,NEEDLE 1/2"",2000#,ANDERSON-","VALVE,NEEDLE 1/2"",2000#,ANDERSON-"
170405,"ELL,45,WELD,12,LR,Y52,.250W (NOT STD)","ELL,45,WELD,12,LR,Y52,.250W (NOT STD)"
170426,"ELL, WELD, 8"" 90 DEG LR","ELL, WELD, 8"" 90 DEG LR"
170465,"NIPPLE,WELD,2 X 44-1/2","NIPPLE,WELD,2 X 44-1/2"
170709,"FLANGE,3/4,FLOOR,F/FLEX PIPE,#FGF-FF-750","FLANGE,3/4,FLOOR,F/FLEX PIPE,#FGF-FF-750"
177841,"PIPE,16"" OD .375"" WT API5LX60,ERW,PEB","PIPE,16"" OD .375"" WT API5LX60,ERW,PEB"
178269,"VALVE,BALL,2"",ANSI 300,ALL MFG","VALVE,BALL,2"",ANSI 300,ALL MFG"
178776,"VALVE,YVDS 2422-2 FOR AJAX","VALVE,YVDS 2422-2 FOR AJAX"
179747,"ELL,90,STREET,3/4,BLK,STD,MI,THRD","ELL,90,STREET,3/4,BLK,STD,MI,THRD"
179770,"ELL,90,RED,4 X 3,BLK,STD,MI,THRD","ELL,90,RED,4 X 3,BLK,STD,MI,THRD"
180014,"NIPPLE,2 X 18,GALV,STD,BW,TBE,SCH-40","NIPPLE,2 X 18,GALV,STD,BW,TBE,SCH-40"
180310,"ELL,90,WELD,18,STD,LR","ELL,90,WELD,18,STD,LR"
181009,"PIPE,SUPPORT,STAND,4, ADJUSTABLE,COATED","PIPE,SUPPORT,STAND,4, ADJUSTABLE,COATED"
181621,"VALVE,NEEDLE,1/2F X 1/2F,10,000#WP,SE,P-","VALVE,NEEDLE,1/2F X 1/2F,10,000#WP,SE,P-"
181803,"BOLT,MACH,3/4 X 4,ZINC,HHHD,W/HHN","BOLT,MACH,3/4 X 4,ZINC,HHHD,W/HHN"
201953,"PIPE,PLA,2,IPS,YELLOW,PE2406,SDR11,20 FT","PIPE,PLA,2,IPS,YELLOW,PE2406,SDR11,20 FT"
201965,"PIPE,STL,FBC,18,.375 WALL,70.59#/FT,X42","PIPE,STL,FBC,18,.375 WALL,70.59#/FT,X42"
228413,"PIPE,PLA,6"",IPS,6 FT LONG,PE-2406,SDR-21","PIPE,PLA,6"",IPS,6 FT LONG,PE-2406,SDR-21"
230655,"PIPE,PLA,1-1/4,IPS,YELLOW,PE-2406,SDR-10","PIPE,PLA,1-1/4,IPS,YELLOW,PE-2406,SDR-10"
240410,"PIPE,STL,FBC,3/4,.156W,ERW,SCH80","PIPE,STL,FBC,3/4,.156W,ERW,SCH80"
241825,"NIPPLE,SS,LONG,1/4MNPTX4LONG","NIPPLE,SS,LONG,1/4MNPTX4LONG"
242811,"PIPE,STL,DUALCOAT,12,.375W,ERW,X42/52","PIPE,STL,DUALCOAT,12,.375W,ERW,X42/52"
244643,"VALVE,BALL,6,600A,RF,FE,FP,WKM 370-D4","VALVE,BALL,6,600A,RF,FE,FP,WKM 370-D4"
244782,"BOLT,STUD,3/4 X 7-3/4,CAD,ALLOY,W/2 HHN","BOLT,STUD,3/4 X 7-3/4,CAD,ALLOY,W/2 HHN"
244807,"PIPE,STL,CASING,10,.188W,21.21#/FT,BLACK","PIPE,STL,CASING,10,.188W,21.21#/FT,BLACK"
245665,"PIPE,STL,FBC,2,.154W,CW,3.66#/FT,X52,DRL","PIPE,STL,FBC,2,.154W,CW,3.66#/FT,X52,DRL"
246498,"NIPPLE,2 X 24,GALV,STD,BW,TBE,SCH-40","NIPPLE,2 X 24,GALV,STD,BW,TBE,SCH-40"
250088,"Valve, Control, 8"", Fisher ET Body, 657","VALVE, CONTROL, 8"", FISHER ET BODY, 657"
252600,"NIPPLE,1"" X  2"" ,XH,SMLS,SCW(MXM)","NIPPLE,1"" X  2"" ,XH,SMLS,SCW(MXM)"
252687,"PIPE,42"".78 WT API5L X-70,ERW,  FBE","PIPE,42"".78 WT API5L X-70,ERW,  FBE"
253494,"VALVE,EXCESS FLOW W 2 x 1CTS TAP TEE-475","VALVE,EXCESS FLOW W 2 X 1CTS TAP TEE-475"
253959,"PIPE,8 5/8""OD .322"" WTAPI5L,SMLS,X42 FBE","PIPE,8 5/8""OD .322"" WTAPI5L,SMLS,X42 FBE"
255588,"VALVE,BALL,6"",300,RFFE.CAMERON,","VALVE,BALL,6"",300,RFFE.CAMERON,"
256765,"ELL,90,1-1/2, BLK,3000#,MI,THRD","ELL,90,1-1/2, BLK,3000#,MI,THRD"
256786,"NIPPLE,1/8 X 3,BLK,3000#,SC","NIPPLE,1/8 X 3,BLK,3000#,SC"
258859,"PIPE,STL,20,.500W,POWERCRETE,ERW,X60","PIPE,STL,20,.500W,POWERCRETE,ERW,X60"
259969,"PIPE,4 1/2"" OD .237"" WT API5LX42,BARE","PIPE,4 1/2"" OD .237"" WT API5LX42,BARE"
260168,"FLANGE,BLIND,14"",RF,300#,BLK,CS","FLANGE,BLIND,14"",RF,300#,BLK,CS"
261050,"NIPPLE,1-1/4 X 12,BLK,SMLS,TBE,SCH-80","NIPPLE,1-1/4 X 12,BLK,SMLS,TBE,SCH-80"
262374,"VALVE,BALL,2,300A,FE,RF,FP,2F-F13N,BALON","VALVE,BALL,2,300A,FE,RF,FP,2F-F13N,BALON"
264673,"FLANGE,BLIND,8,RF, 600A, CS, Y-52","FLANGE,BLIND,8,RF, 600A, CS, Y-52"
281433,"PIPE,STL,X52,10,0.250WT,PRIMED,SRL","PIPE,STL,X52,10,0.250WT,PRIMED,SRL"
282112,"VALVE,BALL,0.5,FNPT","VALVE,BALL,0.5,FNPT"
282156,"VALVE,BALL,2,RP,ANSI300,BW","VALVE,BALL,2,RP,ANSI300,BW"
282216,"VALVE,BALL,6,RP,ANSI150,BW,KERO","VALVE,BALL,6,RP,ANSI150,BW,KERO"
282474,"ELBOW,90D,STL,1-1/2X3/4,RED,THD","ELBOW,90D,STL,1-1/2X3/4,RED,THD"
282607,"NIPPLE,1 X 5,BLK,XH,SMLS,TBE,SCH-80","NIPPLE,1 X 5,BLK,XH,SMLS,TBE,SCH-80"
283783,"FLANGE,PIPE,1.5,150 LB,FPT","FLANGE,PIPE,1.5,150 LB,FPT"
283910,"VALVE,METER STOP,3/4X1/2,175 LB,FTHD","VALVE,METER STOP,3/4X1/2,175 LB,FTHD"
3403628,"PIPE,PLA,1,CTS,YELLOW,PE2406CEC,SDR11.5,","PIPE,PLA,1,CTS,YELLOW,PE2406CEC,SDR11.5,"
3403705,"PIPE,PLA,1/2,CTS,ORANGE,PE2306CEC,SDR7,","PIPE,PLA,1/2,CTS,ORANGE,PE2306CEC,SDR7,"
165008,"PIPE,4 1/2"" OD .237"" WT API5LB,SMLS,PEB","PIPE,4 1/2"" OD .237"" WT API5LB,SMLS,PEB"
165192,"PIPE,CT,16"" OD .500"" WT API5LX42,ERW,PEB","PIPE,CT,16"" OD .500"" WT API5LX42,ERW,PEB"
165247,"NIPPLE,1/2"" X 8"",XH,SMLS,SCW(MXM)","NIPPLE,1/2"" X 8"",XH,SMLS,SCW(MXM)"
165777,"FLANGE,RTJ BLIND, 4"",ANSI 900","FLANGE,RTJ BLIND, 4"",ANSI 900"
165965,"VALVE,CHECK,4"",600#,RFFE JUDD 4-22F14,","VALVE,CHECK,4"",600#,RFFE JUDD 4-22F14,"
166039,"BOLT,STUD,1 3/8"" X 10"",LG,B7,W/2-2H HEX","BOLT,STUD,1 3/8"" X 10"",LG,B7,W/2-2H HEX"
168348,"ELL,WLD,20"",45DEG,3R,STD,Y60","ELL,WLD,20"",45DEG,3R,STD,Y60"
168745,"BOLT,STUD,7/8"" X 8"",B-7,W/2-2H HEX NUTS","BOLT,STUD,7/8"" X 8"",B-7,W/2-2H HEX NUTS"
168755,"BOLT,STUD,1 1/4"" X 7 1/2"",W/2-2H HEX NUT","BOLT,STUD,1 1/4"" X 7 1/2"",W/2-2H HEX NUT"
170029,"PIPE,STL,CASING,12,.219W,32.23#/FT,PEB","PIPE,STL,CASING,12,.219W,32.23#/FT,PEB"
170240,"NIPPLE,3/4 X 5,BLK,TOE","NIPPLE,3/4 X 5,BLK,TOE"
170473,"NIPPLE,WELD,4 X 12-5/8","NIPPLE,WELD,4 X 12-5/8"
177953,"PIPE,24"" OD .328"" WT API5LX65,ERW,PEB","PIPE,24"" OD .328"" WT API5LX65,ERW,PEB"
178608,"BOLT,LOCK,CLARK #216-864-001","BOLT,LOCK,CLARK #216-864-001"
179855,"NIPPLE,2 X 6,BLK,STD,BW,TBE,SCH-40","NIPPLE,2 X 6,BLK,STD,BW,TBE,SCH-40"
179956,"NIPPLE,3/4 X CLOSE,GALV,STD,BW,TBE,SCH-4","NIPPLE,3/4 X CLOSE,GALV,STD,BW,TBE,SCH-4"
180064,"NIPPLE,SWAGE,2 X 1-1/4,XH,TBE,ELECTROPLA","NIPPLE,SWAGE,2 X 1-1/4,XH,TBE,ELECTROPLA"
180513,"FLANGE,WN,2-1/2,RF,300A,CS,STD BORE","FLANGE,WN,2-1/2,RF,300A,CS,STD BORE"
180516,"FLANGE,WN,6,RF,300A,CS,STD BORE","FLANGE,WN,6,RF,300A,CS,STD BORE"
180527,"FLANGE,WN,6,RF,600A,CS,STD BORE","FLANGE,WN,6,RF,600A,CS,STD BORE"
181086,"NIPPLE,BRASS,1 X 3,XH,TBE","NIPPLE,BRASS,1 X 3,XH,TBE"
181196,"ELL,90,PLA,3/4 IN IPS,ALDYL A,SOCKET FUS","ELL,90,PLA,3/4 IN IPS,ALDYL A,SOCKET FUS"
181638,"VALVE,RELIEF,3X4,FARRIS,#26KC11-120,FLG,","VALVE,RELIEF,3X4,FARRIS,#26KC11-120,FLG,"
181645,"VALVE,RLF,2X2,250#,MI,  WRENCH,SE,LNRGN-","VALVE,RLF,2X2,250#,MI,  WRENCH,SE,LNRGN-"
181646,"VALVE,RLF,2,720#,GROVE,#11541,FLEX-FLO,W","VALVE,RLF,2,720#,GROVE,#11541,FLEX-FLO,W"
201231,"PIPE,4 1/2"" OD .156"" WT API5LA25,ERW,PE","PIPE,4 1/2"" OD .156"" WT API5LA25,ERW,PE"
248508,"PIPE,STL,FBC,10"".375W,ERW,40.52#/FT,X42","PIPE,STL,FBC,10"".375W,ERW,40.52#/FT,X42"
249397,"VALVE,MANIFOLD,(2-VALVE),P/N 190392-3","VALVE,MANIFOLD,(2-VALVE),P/N 190392-3"
249625,"VALVE,EXCESS FLOW W/ 2 x 1/2 CTS TAP TEE","VALVE,EXCESS FLOW W/ 2 X 1/2 CTS TAP TEE"
249911,"PIPE,  4 1/2"" OD, 0.188"" WT, API5L, ERW,","PIPE,  4 1/2"" OD, 0.188"" WT, API5L, ERW,"
254697,"VALVE,PLUG 4"",600#,RF WRENCH OP","VALVE,PLUG 4"",600#,RF WRENCH OP"
256302,"VALVE,HYPERFUEL W FLANGE-NOZZLE","VALVE,HYPERFUEL W FLANGE-NOZZLE"
256464,"ELL,WLD,18"",90DEG,3R,.500WT,SEGMENTABLE","ELL,WLD,18"",90DEG,3R,.500WT,SEGMENTABLE"
260317,"FLANGE,RFWN, BLIND, 4"",ANSI 600,WT,0.237","FLANGE,RFWN, BLIND, 4"",ANSI 600,WT,0.237"
260331,"PIPE,12 3/4"" .375"" WT API5LX52,ERW,FBE","PIPE,12 3/4"" .375"" WT API5LX52,ERW,FBE"
260610,"PIPE,2 3/8"" OD .218"" WT API5LB/X52,FBE","PIPE,2 3/8"" OD .218"" WT API5LB/X52,FBE"
262441,"VALVE,CHECK,2"",150A,2F-C13S-RF,BALON","VALVE,CHECK,2"",150A,2F-C13S-RF,BALON"
265817,"PIPE,STL,DUALCOAT,12,.250W,ERW,X60","PIPE,STL,DUALCOAT,12,.250W,ERW,X60"
266464,"ELL,*USE 265231*45,WELD,24,STD,LR,CS,Y52","ELL,*USE 265231*45,WELD,24,STD,LR,CS,Y52"
266871,"BOLT,MACH,3/4 X 5, BLK,HHHD,W/HHN","BOLT,MACH,3/4 X 5, BLK,HHHD,W/HHN"
281280,"PIPE,STL,1-1/4,.140WT,SMLS,GRD B,PRIMED","PIPE,STL,1-1/4,.140WT,SMLS,GRD B,PRIMED"
281292,"PIPE,STL,3/8 X 0.57,10LG,A53 GR A,T&C","PIPE,STL,3/8 X 0.57,10LG,A53 GR A,T&C"
281447,"PIPE,STL,8,.322WT,HFW,X52M,BARE","PIPE,STL,8,.322WT,HFW,X52M,BARE"
281460,"PIPE,STL,X60,20,0.375,BARE","PIPE,STL,X60,20,0.375,BARE"
281991,"VALVE, NEEDLE: 1/4"", BRASS","VALVE, NEEDLE: 1/4"", BRASS"
282265,"VALVE,RELIEF,2,LP, SET AT 10"",FLG","VALVE,RELIEF,2,LP, SET AT 10"",FLG"
282654,"PIPE,NIPPLE,1-1/4X10,THD","PIPE,NIPPLE,1-1/4X10,THD"
283413,"PIPE,CAP,7.1,CI,STYLE 31,BOLT","PIPE,CAP,7.1,CI,STYLE 31,BOLT"
283580,"PIPE,CONNECTOR,1/2X3/8,SS,COMPXFPT","PIPE,CONNECTOR,1/2X3/8,SS,COMPXFPT"
283711,"ELL,90,WELD,RED,2 X 1,BLK,STD,LR,BW","ELL,90,WELD,RED,2 X 1,BLK,STD,LR,BW"
283786,"PIPE,NIPPLE,2X12,XH,SMLS,THD","PIPE,NIPPLE,2X12,XH,SMLS,THD"
3400218,"PIPE,STL,3,GALV,.216 WALL,7.58#/FT,EW,PE","PIPE,STL,3,GALV,.216 WALL,7.58#/FT,EW,PE"
165025,"PIPE,12 3/4"" OD .500""WT A106/A53B,SMLS,","PIPE,12 3/4"" OD .500""WT A106/A53B,SMLS,"
165036,"PIPE,2 3/8"" OD .218"" WT API5LB/X42 ERW","PIPE,2 3/8"" OD .218"" WT API5LB/X42 ERW"
165070,"PIPE,8 5/8"" OD .188"" WT API5LX46,ERW,PE","PIPE,8 5/8"" OD .188"" WT API5LX46,ERW,PE"
165088,"PIPE,12 3/4"" OD .375"" WT API5LX42,ERW,PE","PIPE,12 3/4"" OD .375"" WT API5LX42,ERW,PE"
165213,"PIPE,CT,30"" OD .328"" WT API5LX65,DSAW,PE","PIPE,CT,30"" OD .328"" WT API5LX65,DSAW,PE"
165239,"NIPPLE,1/4"" X 8"",XH,SMLS,SCW(MXM)","NIPPLE,1/4"" X 8"",XH,SMLS,SCW(MXM)"
165254,"NIPPLE,2"" X 10"",XH,SMLS,SCW(MXM)","NIPPLE,2"" X 10"",XH,SMLS,SCW(MXM)"
165963,"VALVE,CHECK,4"",THIN WAFER,4T-150S,BALON","VALVE,CHECK,4"",THIN WAFER,4T-150S,BALON"
167263,"VALVE, FUEL, WORTHINGTON MLV #560155L-1","VALVE, FUEL, WORTHINGTON MLV #560155L-1"
168362,"ELL,WLD,12"",90DEG,LR,STD,GR.B","ELL,WLD,12"",90DEG,LR,STD,GR.B"
168550,"VALVE,BALL,1/2""","VALVE,BALL,1/2"""
168587,"VALVE,BALL,6"" ANSI CLASS 300","VALVE,BALL,6"" ANSI CLASS 300"
169987,"PIPE,STL,FBC,4,.219W,ERW,10.01#/FT,X42","PIPE,STL,FBC,4,.219W,ERW,10.01#/FT,X42"
171092,"FLANGE,WN,10,RF,300A,STL,STD BORE","FLANGE,WN,10,RF,300A,STL,STD BORE"
178090,"NIPPLE, TEST, 1"" X 4"", SCH 80","NIPPLE, TEST, 1"" X 4"", SCH 80"
178256,"ELBOW,MALE,3/8""X1/2"",PARKER 6-8 CBZ-SS","ELBOW,MALE,3/8""X1/2"",PARKER 6-8 CBZ-SS"
179624,"PIPE,STL,FBC,12,.375W,ERW,49.56#/FT,X52","PIPE,STL,FBC,12,.375W,ERW,49.56#/FT,X52"
179752,"ELL,90,STREET,1/8,GALV,STD,MI,THRD","ELL,90,STREET,1/8,GALV,STD,MI,THRD"
179778,"ELL,90,RED,1-1/2 X 3/4,GALV,STD,MI,THRD","ELL,90,RED,1-1/2 X 3/4,GALV,STD,MI,THRD"
179929,"NIPPLE,1/8 X 6,GALV,STD,BW,TBE","NIPPLE,1/8 X 6,GALV,STD,BW,TBE"
179970,"NIPPLE,1 X 4,GALV,STD,BW,TBE,SCH-40","NIPPLE,1 X 4,GALV,STD,BW,TBE,SCH-40"
181120,"ELL,SS,3/8OD X 1/4F","ELL,SS,3/8OD X 1/4F"
181431,"VALVE,PLUG,2,800#WP,SE,824,ROCKWELL,MI","VALVE,PLUG,2,800#WP,SE,824,ROCKWELL,MI"
181555,"VALVE,BALL,16,150A,WE,RP,16BMW285RP,BALL","VALVE,BALL,16,150A,WE,RP,16BMW285RP,BALL"
181620,"VALVE,NEEDLE,1/4F X 1/4F,6000#WP,SE,N-26","VALVE,NEEDLE,1/4F X 1/4F,6000#WP,SE,N-26"
181656,"VALVE,RELIEF,4X3,MOONEY,FG-19,ANSI 150","VALVE,RELIEF,4X3,MOONEY,FG-19,ANSI 150"
181806,"BOLT,MACH,7/8 X 4-3/4,ZINC,HHHD,W/HHN","BOLT,MACH,7/8 X 4-3/4,ZINC,HHHD,W/HHN"
181817,"BOLT,STUD,5/8 X 3-3/4,BLK,ALLOY,W/2 HHN","BOLT,STUD,5/8 X 3-3/4,BLK,ALLOY,W/2 HHN"
228787,"VALVE,BALL,6,300A,WE,FP,6BMW740HT,BALLOT","VALVE,BALL,6,300A,WE,FP,6BMW740HT,BALLOT"
229062,"PIPE,PLA,6,IPS,PE2406,SDR11.5,(500 FT)","PIPE,PLA,6,IPS,PE2406,SDR11.5,(500 FT)"
230649,"PIPE,PLA,6,IPS,YELLOW,SDR-11.5","PIPE,PLA,6,IPS,YELLOW,SDR-11.5"
231162,"VALVE,RELIEF,4,FISHER,#EZR,ANSI 600,35-1","VALVE,RELIEF,4,FISHER,#EZR,ANSI 600,35-1"
240386,"PIPE,STL,FBC,12,.500W,ERW,65.48#/FT,X42","PIPE,STL,FBC,12,.500W,ERW,65.48#/FT,X42"
245383,"BOLT,STUD,1-1/4 X 8-1/2,CAD,ALLOY,W/2 HH","BOLT,STUD,1-1/4 X 8-1/2,CAD,ALLOY,W/2 HH"
