MATERIAL_NUMBER_1,MATERIAL_NUMBER_TEXT,UPPER_DESC
179020,"VALVE,CEMCO,DYNALCO TRIP PNT100 FITS ALL","VALVE,CEMCO,DYNALCO TRIP PNT100 FITS ALL"
179525,"PIPE,STL,GALV,1/2,.109 WALL,.85#/FT","PIPE,STL,GALV,1/2,.109 WALL,.85#/FT"
179839,"NIPPLE,1-1/4 X 2,BLK,STD,BW,TBE,SCH-40","NIPPLE,1-1/4 X 2,BLK,STD,BW,TBE,SCH-40"
179875,"NIPPLE,1/4 X 8,BLK,XH,SMLS,TBE,SCH-80","NIPPLE,1/4 X 8,BLK,XH,SMLS,TBE,SCH-80"
179882,"NIPPLE,1/2 X 1-1/2,**USE SAP #232227**","NIPPLE,1/2 X 1-1/2,**USE SAP #232227**"
180037,"NIPPLE,1 X 6,GALV,XH,SMLS,TBE,SCH-80","NIPPLE,1 X 6,GALV,XH,SMLS,TBE,SCH-80"
180485,"FLANGE,THRD,1,RF,600A,STL","FLANGE,THRD,1,RF,600A,STL"
180492,"FLANGE,WN,1,RF,150A,CS,STD BORE","FLANGE,WN,1,RF,150A,CS,STD BORE"
181457,"VALVE,PLUG,1,200#WP,FE,143,ROCKWELL,MI","VALVE,PLUG,1,200#WP,FE,143,ROCKWELL,MI"
181519,"VALVE,BALL,2,150A,FE RF,RP,2R-F12-RF,BAL","VALVE,BALL,2,150A,FE RF,RP,2R-F12-RF,BAL"
181566,"VALVE,BALL,2,300A,WE,2WB720-W,KEROTEST","VALVE,BALL,2,300A,WE,2WB720-W,KEROTEST"
181570,"VALVE,BALL,4,300A,WE,4WB720-W,KEROTEST","VALVE,BALL,4,300A,WE,4WB720-W,KEROTEST"
181605,"VALVE,GATE,2,500#WP,W X F,FP,1F5WL,KEROT","VALVE,GATE,2,500#WP,W X F,FP,1F5WL,KEROT"
181630,"VALVE,CHECK,4,600A,FE RF,4F-C63S-RF,BALO","VALVE,CHECK,4,600A,FE RF,4F-C63S-RF,BALO"
181726,"VALVE,LOCKING DEVICE,ROCKWELL,6,F/143 P","VALVE,LOCKING DEVICE,ROCKWELL,6,F/143 P"
181811,"BOLT,STUD,5/8X3,BLK,ALLOY,W/2HHN,A193","BOLT,STUD,5/8X3,BLK,ALLOY,W/2HHN,A193"
181824,"BOLT,STUD,3/4 X 3-1/4,CAD,ALLOY,W/2 HHN","BOLT,STUD,3/4 X 3-1/4,CAD,ALLOY,W/2 HHN"
229056,"PIPE,PLA,1,IPS,YELLOW,PE2406CEC,SDR11","PIPE,PLA,1,IPS,YELLOW,PE2406CEC,SDR11"
230440,"NIPPLE,2 X 6,.154 WALL,SMLS,BLK,SCH 40","NIPPLE,2 X 6,.154 WALL,SMLS,BLK,SCH 40"
231361,"VALVE, NEEDLE, 6000 PSI WORKING PRESSURE","VALVE, NEEDLE, 6000 PSI WORKING PRESSURE"
242454,"ELL,SS,STREET,1/4F X 1/4M,SWAGELOK","ELL,SS,STREET,1/4F X 1/4M,SWAGELOK"
242902,"BOLT,STUD,5/8 X 2-1/4,CAD,ALLOY,W/2 HHN","BOLT,STUD,5/8 X 2-1/4,CAD,ALLOY,W/2 HHN"
243600,"FLANGE,BLIND,3,RF,150A,CS","FLANGE,BLIND,3,RF,150A,CS"
245013,"FLANGE,BLIND,10,RF,600A,STL,W/1/2 TAP","FLANGE,BLIND,10,RF,600A,STL,W/1/2 TAP"
247143,"PIPE,CT,22"" OD .375"" WT API5LX60,ERW,PEB","PIPE,CT,22"" OD .375"" WT API5LX60,ERW,PEB"
248633,"ELL,TUBE MALE,1/2 X 3/8 LET-LOK 769L-SS","ELL,TUBE MALE,1/2 X 3/8 LET-LOK 769L-SS"
249729,"NIPPLE, 1"" X 4"", S80, A105, HEX GAS","NIPPLE, 1"" X 4"", S80, A105, HEX GAS"
254928,"FLANGE,RFWN, 4"",ANSI 600,STD BORE","FLANGE,RFWN, 4"",ANSI 600,STD BORE"
258858,"PIPE,STL,BARE,24,.375W,ERW,X60/65","PIPE,STL,BARE,24,.375W,ERW,X60/65"
259982,"FLANGE,RFWN, 6"",ANSI 1500,STD BORE","FLANGE,RFWN, 6"",ANSI 1500,STD BORE"
260511,"ELL,WLD,6"",90DEG,LR","ELL,WLD,6"",90DEG,LR"
261740,"VALVE,EXCESS FLOW, W***DO NOT STOCK***","VALVE,EXCESS FLOW, W***DO NOT STOCK***"
262472,"NIPPLE,1-1/2 X 8,TOE, BLK, XH","NIPPLE,1-1/2 X 8,TOE, BLK, XH"
281332,"PIPE,STL,X65M,12,0.375WT,FBE-PC,TRL","PIPE,STL,X65M,12,0.375WT,FBE-PC,TRL"
281344,"PIPE,STL,6,.188WT,HFW,X52M,FBE","PIPE,STL,6,.188WT,HFW,X52M,FBE"
281717,"VALVE,RELIEF,PARTS,KIT,1808","VALVE,RELIEF,PARTS,KIT,1808"
282221,"VALVE,BALL,6,150A,FP,6F-US13-BW,BALON","VALVE,BALL,6,150A,FP,6F-US13-BW,BALON"
282280,"VALVE,RELIEF,2,PILOT,FTHD","VALVE,RELIEF,2,PILOT,FTHD"
282458,"ELBOW,45D,STL,0.5,THD","ELBOW,45D,STL,0.5,THD"
282522,"NIPPLE,1/4 X 6,BLK,3000#,SC","NIPPLE,1/4 X 6,BLK,3000#,SC"
282672,"PIPE,NIPPLE,1-1/2X9,THD","PIPE,NIPPLE,1-1/2X9,THD"
283133,"PIPE,STIFFENER,1.125","PIPE,STIFFENER,1.125"
283275,"ELBOW,90D,STL,1,STREET,3000LB,THD M/F","ELBOW,90D,STL,1,STREET,3000LB,THD M/F"
283297,"NIPPLE,2 X 8,BLK,XH,TBE, SMLS","NIPPLE,2 X 8,BLK,XH,TBE, SMLS"
284001,"PIPE,STOPPER,1.25,250 MAOP,WELD","PIPE,STOPPER,1.25,250 MAOP,WELD"
284012,"PIPE,STOPPER,3,720 MAOP,WELD","PIPE,STOPPER,3,720 MAOP,WELD"
284029,"PIPE,STOPPER,12,275 MAOP,WELD","PIPE,STOPPER,12,275 MAOP,WELD"
3400559,"VALVE,BODY,1-1/2,ALUM,QUALI-TECH,#471023","VALVE,BODY,1-1/2,ALUM,QUALI-TECH,#471023"
3403748,"PIPE,PLA,2,IPS,YELLOW,PE2306CEC,SDR11","PIPE,PLA,2,IPS,YELLOW,PE2306CEC,SDR11"
165167,"PIPE,CT,12 3/4"" OD .250"" WT API5LX46,ERW","PIPE,CT,12 3/4"" OD .250"" WT API5LX46,ERW"
165187,"PIPE,CT,16"" OD .375"" WT API5LB,SMLS,PE","PIPE,CT,16"" OD .375"" WT API5LB,SMLS,PE"
165202,"PIPE,CT,20"" OD .500"" WT API5LX60,ERW,PE","PIPE,CT,20"" OD .500"" WT API5LX60,ERW,PE"
165369,"ELL,WLD,36"",45DEG,LR,.500WT,Y60","ELL,WLD,36"",45DEG,LR,.500WT,Y60"
165389,"ELL,WLD,12"",90DEG,3R,STD,Y46","ELL,WLD,12"",90DEG,3R,STD,Y46"
165390,"ELL,WLD,12"",90DEG,3R,XH,GR.B","ELL,WLD,12"",90DEG,3R,XH,GR.B"
165801,"FLANGE,RF SLIP-ON, 4"",ANSI 600","FLANGE,RF SLIP-ON, 4"",ANSI 600"
165946,"VALVE,BALL,4"",RFFE,ANSI CLASS 600","VALVE,BALL,4"",RFFE,ANSI CLASS 600"
165947,"VALVE,BALL,4"" ANSI 600# RFFE F/O GROVE","VALVE,BALL,4"" ANSI 600# RFFE F/O GROVE"
168752,"BOLT,STUD,1 1/8"" X 7 1/2"",W/2-2H HEX NUT","BOLT,STUD,1 1/8"" X 7 1/2"",W/2-2H HEX NUT"
168946,"PIPE,EXH,""Y"",CAT G-398, PN 3N3368","PIPE,EXH,""Y"",CAT G-398, PN 3N3368"
170144,"ELL,90,STREET,RED,1-1/4 X 1,BLK,STD,MI,T","ELL,90,STREET,RED,1-1/4 X 1,BLK,STD,MI,T"
170170,"NIPPLE,3/4 X 2,BLK,STD,BW,TBE","NIPPLE,3/4 X 2,BLK,STD,BW,TBE"
170457,"NIPPLE,WELD,2 X 12-1/2","NIPPLE,WELD,2 X 12-1/2"
170471,"NIPPLE,WELD,4 X 9-1/4","NIPPLE,WELD,4 X 9-1/4"
171370,"ELL,90,PLA,1 IN CTS,YELLOW,SOCKET FUSION","ELL,90,PLA,1 IN CTS,YELLOW,SOCKET FUSION"
177893,"PIPE,12 3/4"" OD .312"" WT,API5LX60,ERW,PE","PIPE,12 3/4"" OD .312"" WT,API5LX60,ERW,PE"
177910,"PIPE,16"" OD .312"" WT API5LX52,DSAW,PEB","PIPE,16"" OD .312"" WT API5LX52,DSAW,PEB"
178089,"NIPPLE, TEST, 1"" X 8"", SCH 80","NIPPLE, TEST, 1"" X 8"", SCH 80"
178188,"FLANGE,RF SLIP-ON, 2"",ANSI 600","FLANGE,RF SLIP-ON, 2"",ANSI 600"
179543,"PIPE,STL,BLK,4,.237W,ERW,10.79#/FT,X52","PIPE,STL,BLK,4,.237W,ERW,10.79#/FT,X52"
179588,"PIPE,STL,FBC,1,.179 WALL,2.17#/FT,SMLS,X","PIPE,STL,FBC,1,.179 WALL,2.17#/FT,SMLS,X"
179725,"ELL,90,1/4,GALV,STD,MI,THRD","ELL,90,1/4,GALV,STD,MI,THRD"
179756,"ELL,90,STREET,1-1/4,GALV,STD,MI,THRD","ELL,90,STREET,1-1/4,GALV,STD,MI,THRD"
179763,"ELL,90,RED,1-1/4 X 1,BLK,STD,MI,THRD","ELL,90,RED,1-1/4 X 1,BLK,STD,MI,THRD"
179919,"NIPPLE,2 X 12,BLK,XH,SMLS,TOE","NIPPLE,2 X 12,BLK,XH,SMLS,TOE"
180467,"FLANGE,SO,4,RF,300A,CS,STD BORE","FLANGE,SO,4,RF,300A,CS,STD BORE"
181497,"VALVE,BALL,1,2160#WP,SE,SS,WARREN #W21","VALVE,BALL,1,2160#WP,SE,SS,WARREN #W21"
181509,"VALVE,BALL,1,2000#WP,SE,FP,1FS92,BAL N/A","VALVE,BALL,1,2000#WP,SE,FP,1FS92,BAL N/A"
181624,"VALVE,CHECK,2,125#WP,FE,105-MAP,MUELLER","VALVE,CHECK,2,125#WP,FE,105-MAP,MUELLER"
181699,"VALVE,BALL,PLA,1-1/4,LYALL,#LPV080Y,ALDY","VALVE,BALL,PLA,1-1/4,LYALL,#LPV080Y,ALDY"
181702,"VALVE,BALL,PLA,2,ROCK,#81111,F/ALDYL PIP","VALVE,BALL,PLA,2,ROCK,#81111,F/ALDYL PIP"
181776,"BOLT,MACH,3/4 X 3-1/4,BLK,HHHD,W/HHN","BOLT,MACH,3/4 X 3-1/4,BLK,HHHD,W/HHN"
181879,"BOLT,SCREW,TAP,3/4 X 2-3/4,HHD,CS","BOLT,SCREW,TAP,3/4 X 2-3/4,HHD,CS"
229757,"PIPE,CT,16"" .375"" WT API5LX60,ERW,PEB","PIPE,CT,16"" .375"" WT API5LX60,ERW,PEB"
229798,"PIPE,20"" OD .312"" WT API5LX52,ERW,PE","PIPE,20"" OD .312"" WT API5LX52,ERW,PE"
230070,"ELL,WLD, 6"",45DEG,3R,XH,GR.B","ELL,WLD, 6"",45DEG,3R,XH,GR.B"
230647,"PIPE,PLA,4,IPS,YELLOW,SDR-11.5","PIPE,PLA,4,IPS,YELLOW,SDR-11.5"
231349,"BOLT,MACH,5/8 X 5,ZINC,D,HHHD,W/HHN","BOLT,MACH,5/8 X 5,ZINC,D,HHHD,W/HHN"
242383,"VALVE,BALL,20,300 ANSI,FE,DELTA FIG 55","VALVE,BALL,20,300 ANSI,FE,DELTA FIG 55"
243279,"VALVE,BALL,6,150A,FE,FF,RP,6R-F12-FF,BAL","VALVE,BALL,6,150A,FE,FF,RP,6R-F12-FF,BAL"
245871,"PIPE,10 3/4"" OD .500"" WT API5LX42,PEB","PIPE,10 3/4"" OD .500"" WT API5LX42,PEB"
248056,"VALVE,BALL,4,300A,WE,FP,4F-US33,BALON","VALVE,BALL,4,300A,WE,FP,4F-US33,BALON"
248195,"VALVE,REG,P/N 120073-15","VALVE,REG,P/N 120073-15"
249329,"PIPE,16"" OD .500"" WT API5LX52 ERW,PEB","PIPE,16"" OD .500"" WT API5LX52 ERW,PEB"
256450,"PIPE,1"".179"" WT A106B,SMLS,PE,FBE,STD200","PIPE,1"".179"" WT A106B,SMLS,PE,FBE,STD200"
257353,"VALVE,BALL,2"", BALON,2000# DI FP,2RF92SE","VALVE,BALL,2"", BALON,2000# DI FP,2RF92SE"
259980,"ELL,WLD,20"",90DEG,3R,.594WT,Y52","ELL,WLD,20"",90DEG,3R,.594WT,Y52"
260126,"PIPE,2""FLEXSTEEL,RATED,2,250PSI","PIPE,2""FLEXSTEEL,RATED,2,250PSI"
261320,"ELL,WLD, 6"",90DEG,LR,STD,GR.B","ELL,WLD, 6"",90DEG,LR,STD,GR.B"
261448,"VALVE,PILOT,3X4,RFFE,FARRIS,#383C13-12C,","VALVE,PILOT,3X4,RFFE,FARRIS,#383C13-12C,"
261551,"ELL,WLD,8"",45DEG,3R,STD,GR.B","ELL,WLD,8"",45DEG,3R,STD,GR.B"
261838,"VALVE,BALL,2"", BALON,2000#FP,THD,2FF93SE","VALVE,BALL,2"", BALON,2000#FP,THD,2FF93SE"
263991,"PIPE,STL,CASING,6,.280W, 40' LENGTH","PIPE,STL,CASING,6,.280W, 40' LENGTH"
264406,"ELL, 4"", HDPE, BUTT FUSION","ELL, 4"", HDPE, BUTT FUSION"
265346,"ELL,45,WELD,20,STD,LR,CS,Y52,COATED,SEG","ELL,45,WELD,20,STD,LR,CS,Y52,COATED,SEG"
281458,"PIPE,STL,X52,12,0.250WT,BARE","PIPE,STL,X52,12,0.250WT,BARE"
281464,"PIPE,STL,2,.154WT,CW,GRD A,MILL,T&C,10","PIPE,STL,2,.154WT,CW,GRD A,MILL,T&C,10"
282501,"PIPE,NIPPLE,1/8X4,THD","PIPE,NIPPLE,1/8X4,THD"
282650,"PIPE,NIPPLE,1-1/4X6,XH,THD","PIPE,NIPPLE,1-1/4X6,XH,THD"
283753,"ELBOW,45D,STL,16,BW","ELBOW,45D,STL,16,BW"
283759,"ELBOW,90D,STL,2,3000LB,SW","ELBOW,90D,STL,2,3000LB,SW"
3403665,"PIPE,PLA,2,IPS,ORANGE,PE2306CEC,SDR11,","PIPE,PLA,2,IPS,ORANGE,PE2306CEC,SDR11,"
3403771,"PIPE,PLA,3,IPS,YELLOWPE2406CEC,SDR11.5,","PIPE,PLA,3,IPS,YELLOWPE2406CEC,SDR11.5,"
165112,"PIPE,24"" OD .500"" WT API5LX60,DSAW,PEB","PIPE,24"" OD .500"" WT API5LX60,DSAW,PEB"
165206,"PIPE,CT,24"" OD .312"" WT API5LX65,DSAW,PE","PIPE,CT,24"" OD .312"" WT API5LX65,DSAW,PE"
165228,"ELL,1"",90DEG,STD,SCW,BLK,MI","ELL,1"",90DEG,STD,SCW,BLK,MI"
165399,"ELL,WLD,24"",90DEG,LR,.375WT,Y60","ELL,WLD,24"",90DEG,LR,.375WT,Y60"
166559,"VALVE, DISCHARGE, CLARK #PB-924","VALVE, DISCHARGE, CLARK #PB-924"
168175,"PIPE,10 3/4"" OD .500"" WT API5LB,SMLS,PE","PIPE,10 3/4"" OD .500"" WT API5LB,SMLS,PE"
168180,"PIPE,20"" OD .250"" WT API5LX60,ERW,PEB","PIPE,20"" OD .250"" WT API5LX60,ERW,PEB"
168594,"VALVE,BALL,6"",RFFE,WKM,ANSI CLASS 600","VALVE,BALL,6"",RFFE,WKM,ANSI CLASS 600"
171100,"FLANGE,WN,12,RF,600A,CS,STD,BORE","FLANGE,WN,12,RF,600A,CS,STD,BORE"
173515,"VALVE,BALL,1"",APOLLO 2000# LOCKING HANDL","VALVE,BALL,1"",APOLLO 2000# LOCKING HANDL"
173567,"VALVE,RELIEF,1,FS289P-15, 30-100PSI","VALVE,RELIEF,1,FS289P-15, 30-100PSI"
179555,"PIPE,STL,GALV,16,.281W,ERW,47.22#/FT,X42","PIPE,STL,GALV,16,.281W,ERW,47.22#/FT,X42"
179851,"NIPPLE,2 X 2-1/2,BLK,STD,BW,TBE,SCH-40","NIPPLE,2 X 2-1/2,BLK,STD,BW,TBE,SCH-40"
180057,"NIPPLE,SWAGE,2 X 1,STD,TBE,ELECTROPLATED","NIPPLE,SWAGE,2 X 1,STD,TBE,ELECTROPLATED"
180283,"ELL,45,WELD,6,STD,LR","ELL,45,WELD,6,STD,LR"
181117,"ELL, SS, 1/4OD X 1/4M","ELL, SS, 1/4OD X 1/4M"
181425,"VALVE,PLUG,4,200#WP,WE,1943-1/2,ROCKWELL","VALVE,PLUG,4,200#WP,WE,1943-1/2,ROCKWELL"
181521,"VALVE,BALL,3,1000#WP,SE,FP,3F-F42-SE,BAL","VALVE,BALL,3,1000#WP,SE,FP,3F-F42-SE,BAL"
181856,"VALVE,BALL,1"",WKM, 3000WG, CS, RP","VALVE,BALL,1"",WKM, 3000WG, CS, RP"
181871,"BOLT,STUD,3/4 X 4,CAD,ALLOY,W/2 HHN","BOLT,STUD,3/4 X 4,CAD,ALLOY,W/2 HHN"
228653,"VALVE,CONTROL,2,FISHER,#657/40ET","VALVE,CONTROL,2,FISHER,#657/40ET"
229063,"PIPE,PLA8,IPS,YELLOW,PE2406CEC,SDR11.5","PIPE,PLA8,IPS,YELLOW,PE2406CEC,SDR11.5"
229764,"PIPE,CT,20"" OD .375"" WT API5LX52,ERW,PE","PIPE,CT,20"" OD .375"" WT API5LX52,ERW,PE"
249201,"FLANGE,RFWN,42"",ANSI 600,BTM 40.500""X-70","FLANGE,RFWN,42"",ANSI 600,BTM 40.500""X-70"
256167,"FLANGE,RF SLIP-ON, 1"",ANSI 150","FLANGE,RF SLIP-ON, 1"",ANSI 150"
258273,"FLANGE,RFWN, 3"",ANSI 150,STD BORE","FLANGE,RFWN, 3"",ANSI 150,STD BORE"
258386,"FLANGE,RFWN, 4"",ANSI 600,STD BORE","FLANGE,RFWN, 4"",ANSI 600,STD BORE"
259130,"FLANGE,FITTING-END,3""STAINLESS STEEL2299","FLANGE,FITTING-END,3""STAINLESS STEEL2299"
259606,"VALVE,BALL,2"",ANSI,600,RF,CS,FP,B110,WKM","VALVE,BALL,2"",ANSI,600,RF,CS,FP,B110,WKM"
259608,"VALVE,BALL,1""2000,NPT,CS,FP,SE,B138,WKM","VALVE,BALL,1""2000,NPT,CS,FP,SE,B138,WKM"
263985,"VALVE,BALL,4,150A,FE RF,4F-F12N","VALVE,BALL,4,150A,FE RF,4F-F12N"
281278,"PIPE,STL,3/4,.219WT,SMLS,GRD B,PRIMED","PIPE,STL,3/4,.219WT,SMLS,GRD B,PRIMED"
281284,"PIPE,STL,3/8 X 0.57,21LG,A53 GR A,T&C","PIPE,STL,3/8 X 0.57,21LG,A53 GR A,T&C"
282397,"PIPE,PLA,INSERT PROTECT,1-1/4 STL-1/2CTS","PIPE,PLA,INSERT PROTECT,1-1/4 STL-1/2CTS"
282524,"PIPE,NIPPLE,1/4X8,THD","PIPE,NIPPLE,1/4X8,THD"
282683,"PIPE,NIPPLE,1-1/4X1,XH,SWAGE,THD","PIPE,NIPPLE,1-1/4X1,XH,SWAGE,THD"
283130,"PIPE,STIFFENER,8,SDR 11/711","PIPE,STIFFENER,8,SDR 11/711"
285077,"VALVE,RELIEF,3/4X3/4,WATER HEATER,M/F","VALVE,RELIEF,3/4X3/4,WATER HEATER,M/F"
3403569,"PIPE,PLA,3/4,IPS,YELLOW,PE2406CEC,SDR11,","PIPE,PLA,3/4,IPS,YELLOW,PE2406CEC,SDR11,"
3403574,"PIPE,PLA,3,IPS,YELLOW,PE2406CEC,SDR11.5,","PIPE,PLA,3,IPS,YELLOW,PE2406CEC,SDR11.5,"
3403588,"PIPE,PLA,6,IPS,YELLOW,PE2406CEC,SDR11.5,","PIPE,PLA,6,IPS,YELLOW,PE2406CEC,SDR11.5,"
3403592,"PIPE,PLA,3/4,IPS,ORANGE,PE2406CEC,SDR11,","PIPE,PLA,3/4,IPS,ORANGE,PE2406CEC,SDR11,"
3403651,"PIPE,PLA,1,CTS,YELLOW,PE2306CEC,SDR11.5,","PIPE,PLA,1,CTS,YELLOW,PE2306CEC,SDR11.5,"
9003035,"VALVE,PVC,              CV-774C        ,","VALVE,PVC,              CV-774C        ,"
165093,"PIPE,14"" OD .375"" WT API5LX42,ERW,PE","PIPE,14"" OD .375"" WT API5LX42,ERW,PE"
165131,"PIPE,CT,4 1/2"" OD .156"" WT API5LX42,ERW,","PIPE,CT,4 1/2"" OD .156"" WT API5LX42,ERW,"
165147,"PIPE,CT,8 5/8"" OD .188"" WT API5LX46,ERW,","PIPE,CT,8 5/8"" OD .188"" WT API5LX46,ERW,"
165150,"PIPE,CT,8 5/8"" OD .219"" WT API5LX52,ERW,","PIPE,CT,8 5/8"" OD .219"" WT API5LX52,ERW,"
165212,"PIPE,CT,26"" OD .500"" WT API5LX60,DSAW,PE","PIPE,CT,26"" OD .500"" WT API5LX60,DSAW,PE"
165329,"ELL,WLD, 3"",45DEG,LR, XH,GR.B","ELL,WLD, 3"",45DEG,LR, XH,GR.B"
165361,"ELL,WELD,20"",45 DEGREE,.375"" WALL","ELL,WELD,20"",45 DEGREE,.375"" WALL"
165366,"ELL,WLD,26"",45DEG,LR,.500WT,Y42","ELL,WLD,26"",45DEG,LR,.500WT,Y42"
165844,"FLANGE,RFWN,18"",ANSI 600,STD BORE","FLANGE,RFWN,18"",ANSI 600,STD BORE"
166742,"BOLT,CROSSHEAD PIN,W/NUT,I-R 1W27054","BOLT,CROSSHEAD PIN,W/NUT,I-R 1W27054"
167079,"VALVE,FUEL INJECTION, #YAE-5098-T-1","VALVE,FUEL INJECTION, #YAE-5098-T-1"
168593,"VALVE,BALL,6"",RFFE,WKM,GEAR OPER.","VALVE,BALL,6"",RFFE,WKM,GEAR OPER."
169996,"PIPE,STL,FBC,6,.219W,ERW,14.98#/FT,X46","PIPE,STL,FBC,6,.219W,ERW,14.98#/FT,X46"
171691,"VALVE,PLUG,10,200#WP,SE,6143,ROCKWELL","VALVE,PLUG,10,200#WP,SE,6143,ROCKWELL"
177839,"PIPE,16"" OD .375"" WT API5LX42,SMLS,PEB","PIPE,16"" OD .375"" WT API5LX42,SMLS,PEB"
179905,"NIPPLE,2 X 12,BLK,XH,SMLS,TBE","NIPPLE,2 X 12,BLK,XH,SMLS,TBE"
180022,"NIPPLE,3 X 6,GALV,STD,BW,TBE,SCH-40","NIPPLE,3 X 6,GALV,STD,BW,TBE,SCH-40"
180300,"ELL,90,WELD,4,STD,LR,Y-52","ELL,90,WELD,4,STD,LR,Y-52"
180316,"ELL,WELD,90,4 X 2,REDUCING,STD,LR","ELL,WELD,90,4 X 2,REDUCING,STD,LR"
180709,"ELL,90,PLA,2 IN IPS,SDR***DO NOT BUY***","ELL,90,PLA,2 IN IPS,SDR***DO NOT BUY***"
181404,"ELL,45,PLA,8,YELLOW,PE-2406,W/24"" SPIGOT","ELL,45,PLA,8,YELLOW,PE-2406,W/24"" SPIGOT"
181475,"VALVE,PLUG,3,500#WP,FE,525,ROCKWELL,MI","VALVE,PLUG,3,500#WP,FE,525,ROCKWELL,MI"
181508,"VALVE,BALL,2,150A,WE,RP,2R-US13-BW,BALON","VALVE,BALL,2,150A,WE,RP,2R-US13-BW,BALON"
181525,"VALVE,BALL,4,150A,FE RF,RP,4R-F12-RF,BAL","VALVE,BALL,4,150A,FE RF,RP,4R-F12-RF,BAL"
181636,"VALVE,RLF,1-1/2X2-1/2,  300#,FARRIS-1875","VALVE,RLF,1-1/2X2-1/2,  300#,FARRIS-1875"
181769,"BOLT,MACH,5/8X3-1/4,BLK,HHD,W/HHN,B307","BOLT,MACH,5/8X3-1/4,BLK,HHD,W/HHN,B307"
181810,"BOLT,STOVE,1/4 X 2,CAD,RD HD","BOLT,STOVE,1/4 X 2,CAD,RD HD"
201967,"PIPE,STL,BARE,6,.280W,SMLS,18.97#/FT,X52","PIPE,STL,BARE,6,.280W,SMLS,18.97#/FT,X52"
202141,"NIPPLE,WELD,SWAGE,3 X 2,XH,WE X SE","NIPPLE,WELD,SWAGE,3 X 2,XH,WE X SE"
240992,"PIPE,CT,20"" OD .312"" WT API5LB,ERW,PE","PIPE,CT,20"" OD .312"" WT API5LB,ERW,PE"
243528,"STOPPER,6"",PEDEN,GOODMAN","STOPPER,6"",PEDEN,GOODMAN"
245816,"PIPE,CT,BR,20"" OD .375"" WT API5LX42,ERW","PIPE,CT,BR,20"" OD .375"" WT API5LX42,ERW"
246650,"PIPE,8 5/8"" OD .250"" WT API5LX52,ERW,FBE","PIPE,8 5/8"" OD .250"" WT API5LX52,ERW,FBE"
247227,"NIPPLE,3 X 6,FS,XH,SMLS,TBE,SCH-80","NIPPLE,3 X 6,FS,XH,SMLS,TBE,SCH-80"
248265,"VALVE,BALL,2,1500#WP,SE,APOLLO","VALVE,BALL,2,1500#WP,SE,APOLLO"
249576,"VALVE,BALL,2,1500#,WCB,SW","VALVE,BALL,2,1500#,WCB,SW"
253193,"VALVE, EXCESS FLOW, 1"" CTS, 1800 SCFH","VALVE, EXCESS FLOW, 1"" CTS, 1800 SCFH"
255865,"VALVE,BALL,2"" 600 RFFE,W.BETTIS ACTUATOR","VALVE,BALL,2"" 600 RFFE,W.BETTIS ACTUATOR"
255902,"VALVE,CONTROL,FISHER ET,1"" 657 SIZE 30","VALVE,CONTROL,FISHER ET,1"" 657 SIZE 30"
257473,"VALVE,RELIEF,F7150,8-300 X 10-150 CS","VALVE,RELIEF,F7150,8-300 X 10-150 CS"
259684,"PIPE,12 3/4"" OD .500"" WT X42,SMLS, FBE","PIPE,12 3/4"" OD .500"" WT X42,SMLS, FBE"
259968,"PIPE,4 1/2"" OD .237"" WT API5LX42,BARE","PIPE,4 1/2"" OD .237"" WT API5LX42,BARE"
260023,"VALVE,BALL,16""ANSI 600# RFFE FULL PORT","VALVE,BALL,16""ANSI 600# RFFE FULL PORT"
260404,"Valve,Versa # VPA-3302-3358A-NGS","VALVE,VERSA # VPA-3302-3358A-NGS"
262855,"BOLT,STUD,7/8 X 7-1/2,CAD,ALLOY,W/2 HHN","BOLT,STUD,7/8 X 7-1/2,CAD,ALLOY,W/2 HHN"
263398,"VALVE,BALL,2,600A,WE,DELTA FIG 54","VALVE,BALL,2,600A,WE,DELTA FIG 54"
263984,"VALVE,BALL,3,150A,FE RF,3F-F12N","VALVE,BALL,3,150A,FE RF,3F-F12N"
266835,"VALVE,BALL,4,600A,WE,DELTA FIG 54","VALVE,BALL,4,600A,WE,DELTA FIG 54"
267623,"VALVE,RELIEF 6X8 FLOW SAFE F100,300X150","VALVE,RELIEF 6X8 FLOW SAFE F100,300X150"
281376,"PIPE,STL,6,.250WT,HFW,X52M,FBE,SRL","PIPE,STL,6,.250WT,HFW,X52M,FBE,SRL"
281440,"PIPE,STL,X42,12,0.375WT,PRIMED","PIPE,STL,X42,12,0.375WT,PRIMED"
281461,"PIPE,STL,X60,16,0.375WT","PIPE,STL,X60,16,0.375WT"
282989,"ELBOW,90D,PLA,3,EF,PE4710,SDR11,KIT","ELBOW,90D,PLA,3,EF,PE4710,SDR11,KIT"
291377,"PIPE,PE,HI DEN,EMERG,4"",SDR11,125 PSIG","PIPE,PE,HI DEN,EMERG,4"",SDR11,125 PSIG"
3403728,"PIPE,PLA,1/2,CTS,ORANGE,PE2406CEC,SDR7,","PIPE,PLA,1/2,CTS,ORANGE,PE2406CEC,SDR7,"
3403774,"PIPE,PLA,1/2,CTS,PINK,PE2406CDA,SDR7,ALD","PIPE,PLA,1/2,CTS,PINK,PE2406CDA,SDR7,ALD"
3403783,"PIPE,PLA,6,IPS,PINK,PE2406CDA,SDR11.5,AL","PIPE,PLA,6,IPS,PINK,PE2406CDA,SDR11.5,AL"
